 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.96	0.955543424318	0.956161359647	0.794641380523	0.805623176828
S1 Pyramidal	0.928571428571	0.944537574381	0.958246948697	0.831491841897	0.84971459282
CA1 Pyramidal	0.990654205607	0.969494184316	0.950391720142	0.902335663346	0.933168591848
Oligodendrocyte	1.0	0.975845185546	0.949269720143	0.895359062696	0.923059862897
Microglia	0.8	0.906897546898	0.957683964718	0.597624821489	0.568714985994
Endothelial	1.0	0.959712885154	0.956137809641	0.723204931782	0.717083546308
Astrocyte	0.916666666667	0.923468635357	0.958725746028	0.729188653337	0.731986709069
Ependymal	0.333333333333	0.475	0.959725976562	0.215272283505	0.178669344931
Mural	1.0	0.903095238095	0.957873762537	0.490972941626	0.430884444738
Global Evaluations	0.956404371585	0.890399408229	0.956024112013	0.686676842244	0.682100583937
