 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.666666666667	0.543333333333	0.771690821256	0.24892392229	0.330386835387
S1 Pyramidal	0.5	0.65	0.752958646325	0.298337692539	0.346263736264
CA1 Pyramidal	1.0	0.825	0.75042646141	0.359399329628	0.39252969253
Oligodendrocyte	1.0	1.0	0.718857940305	0.468892033265	0.464401154401
Microglia	1.0	0.591666666667	0.766717493033	0.252945941075	0.333080808081
Endothelial	1.0	0.783333333333	0.742266461609	0.365024926219	0.406401376401
Astrocyte	0.666666666667	0.658333333333	0.750930914242	0.29134963751	0.351752136752
Ependymal	0.0	0.763333333333	0.755156831473	0.322712339053	0.363489288489
Mural	1.0	0.68	0.736179200916	0.310850146714	0.361601731602
Global Evaluations	0.749275362319	0.721666666667	0.749464974508	0.324270663144	0.372211862212
