 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.5	0.558333333333	0.695056217619	0.188758867514	0.290831390831
S1 Pyramidal	1.0	0.607142857143	0.665658142392	0.223699161701	0.292231195018
CA1 Pyramidal	0.75	0.716666666667	0.68186033265	0.244861950833	0.321627261627
Oligodendrocyte	1.0	0.9	0.637973537269	0.381949176264	0.394598146951
Microglia	-1.0	0.758333333333	0.668595681251	0.301680599283	0.338001998002
Endothelial	0.0	0.683333333333	0.678136645963	0.247057696045	0.333752913753
Astrocyte	0.25	0.798333333333	0.675486764697	0.272188028522	0.329898989899
Ependymal	0.0	0.508333333333	0.714722488038	0.133482693072	0.235411255411
Mural	0.666666666667	0.483333333333	0.701740031898	0.127213261056	0.245143745144
Global Evaluations	0.679710144928	0.668201058201	0.679914426864	0.23565460381	0.309055210737
