 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.5	0.516666666667	0.656996102789	0.134434492962	0.246150793651
S1 Pyramidal	1.0	0.8	0.628452380952	0.266762380928	0.326731046731
CA1 Pyramidal	0.666666666667	0.343333333333	0.668198394537	0.048726870537	0.184101731602
Oligodendrocyte	0.8	0.735	0.615369038538	0.290930268475	0.332045454545
Microglia	3.0	0.533333333333	0.651942454952	0.139645478403	0.249624819625
Endothelial	0.6	0.665	0.650071466545	0.190172508334	0.269242424242
Astrocyte	1.0	0.658333333333	0.636112564019	0.199833336624	0.279458874459
Ependymal	1.0	0.296666666667	0.678019825585	0.0294043013047	0.183665223665
Mural	4.0	0.7	0.611546544744	0.267443095446	0.318037518038
Global Evaluations	0.643800322061	0.583148148148	0.644078752518	0.174150303668	0.265450876284
