 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.25	0.383333333333	0.674366474487	0.0716035062541	0.210317460317
S1 Pyramidal	0.0	0.823333333333	0.627759495407	0.254148128418	0.296682892271
CA1 Pyramidal	0.666666666667	0.331666666667	0.67816670464	0.0362896826847	0.190634365634
Oligodendrocyte	1.0	0.835	0.626738583054	0.296920762996	0.344994172494
Microglia	1.0	0.64	0.639972865299	0.214375451406	0.295143712497
Endothelial	0.333333333333	0.538333333333	0.65946841742	0.175967271089	0.271594794095
Astrocyte	0.6	0.864761904762	0.633953823954	0.273438140689	0.314489399489
Ependymal	2.0	0.245	0.68368980558	0.0198859160549	0.169114219114
Mural	-0.5	0.776666666667	0.625606696253	0.255886301552	0.307956455309
Global Evaluations	0.649919484702	0.604232804233	0.649969207344	0.177612795683	0.266769719025
