 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.0	0.51	0.636758744688	0.124130111947	0.244444444444
S1 Pyramidal	-3.0	0.5	0.630648056121	0.133982105179	0.243134920635
CA1 Pyramidal	0.666666666667	0.283333333333	0.654885043054	0.00997436639051	0.175505050505
Oligodendrocyte	0.0	0.975	0.591582278324	0.334632845494	0.345141086983
Microglia	0.75	0.685	0.621341983087	0.217638008256	0.294314296814
Endothelial	0.5	0.654166666667	0.621236668747	0.189883137385	0.278733777403
Astrocyte	1.0	0.4	0.645020836016	0.0883034315159	0.218607079195
Ependymal	0.0	0.377142857143	0.666232589874	0.0330008719057	0.146423576424
Mural	0.666666666667	0.593333333333	0.620918903539	0.208049155972	0.288833715304
Global Evaluations	0.632045088567	0.553108465608	0.632069455939	0.148843781561	0.248348660856
