 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.0	0.516666666667	0.71779471736	0.166778247362	0.274513819514
S1 Pyramidal	0.8	0.856666666667	0.693272283272	0.332012312411	0.362105672106
CA1 Pyramidal	1.0	0.655	0.709074010785	0.239696000464	0.321998556999
Oligodendrocyte	2.0	0.833333333333	0.678832109919	0.36924942042	0.391317016317
Microglia	0.5	0.733333333333	0.695609250399	0.293486440724	0.362370962371
Endothelial	1.0	0.741666666667	0.699908070572	0.314554691319	0.353340548341
Astrocyte	0.8	0.793333333333	0.6993105491	0.297827942991	0.35195970696
Ependymal	0.333333333333	0.431666666667	0.74364760716	0.118860834305	0.223886113886
Mural	0.0	0.576666666667	0.698838752892	0.245897560471	0.324848484848
Global Evaluations	0.7038647343	0.682037037037	0.70403192794	0.264262605608	0.32959343126
