 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.0	0.56	0.705626913133	0.218839411713	0.306618381618
S1 Pyramidal	1.0	0.493333333333	0.713012973028	0.133410915066	0.233500323206
CA1 Pyramidal	0.0	0.725	0.691596035543	0.297149484071	0.360903540904
Oligodendrocyte	1.0	0.83	0.669800629703	0.360382052136	0.387668703845
Microglia	0.333333333333	0.513333333333	0.693521660982	0.212642176415	0.293840603841
Endothelial	0.0	0.456666666667	0.727388893842	0.126545007582	0.241132756133
Astrocyte	-1.0	0.826666666667	0.682763347763	0.326184678362	0.371906557495
Ependymal	0.333333333333	0.591666666667	0.713226594153	0.208168848509	0.303162393162
Mural	3.0	0.61	0.686222142973	0.273212769766	0.336679399032
Global Evaluations	0.698389694042	0.622962962963	0.698128799013	0.23961503818	0.315045851026
