 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	1.0	0.583333333333	0.706874572796	0.187086841281	0.272741702742
S1 Pyramidal	-1.0	0.658333333333	0.693665592719	0.238924057934	0.305785880786
CA1 Pyramidal	0.25	0.585	0.714900126571	0.201284197732	0.275432900433
Oligodendrocyte	1.0	0.98	0.666390217969	0.396283689784	0.397111499611
Microglia	1.0	0.846666666667	0.685612532649	0.308284858692	0.344464979465
Endothelial	0.666666666667	0.573333333333	0.698777119567	0.222560746786	0.30067987568
Astrocyte	0.333333333333	0.675	0.702101053028	0.225429857129	0.29306998557
Ependymal	0.666666666667	0.406666666667	0.72152064945	0.121492283698	0.234884559885
Mural	0.5	0.7	0.689783921266	0.27944281801	0.332548007548
Global Evaluations	0.697745571659	0.667592592593	0.697736198446	0.242309927894	0.306302154635
