 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.5	0.6	0.664853041695	0.162698093039	0.262928737929
S1 Pyramidal	1.0	0.883333333333	0.628399209486	0.316034123541	0.354572620362
CA1 Pyramidal	-0.5	0.638333333333	0.649151683557	0.206777527637	0.294761904762
Oligodendrocyte	1.0	0.946666666667	0.620519480519	0.339536939192	0.357255962991
Microglia	0.75	0.448333333333	0.676136652567	0.115725711801	0.233863636364
Endothelial	1.0	0.821666666667	0.640019746336	0.274435184661	0.326259018759
Astrocyte	0.666666666667	0.475	0.680383666677	0.120219526787	0.234393939394
Ependymal	1.0	0.408333333333	0.691794654621	0.0465970245931	0.185490620491
Mural	-1	0.663333333333	0.640347654619	0.228604894831	0.299280327516
Global Evaluations	0.654267310789	0.653888888889	0.654622865564	0.201181002898	0.283200752063
