 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.0	0.436666666667	0.633936110927	0.035664548939	0.155982905983
S1 Pyramidal	0.666666666667	0.663333333333	0.608434495329	0.172230321582	0.258737373737
CA1 Pyramidal	0.0	0.588571428571	0.610499602101	0.140627735828	0.236002331002
Oligodendrocyte	0.75	0.808333333333	0.58570802005	0.259108334699	0.32475077554
Microglia	1.0	0.568333333333	0.612998487655	0.15403032767	0.256666666667
Endothelial	1.0	0.533333333333	0.615756783263	0.114373816468	0.235054945055
Astrocyte	1.0	0.763333333333	0.593232323232	0.211918062416	0.298288541524
Ependymal	1.0	0.4	0.633761904762	0.0392999672967	0.20783993784
Mural	0.0	0.7	0.602587301587	0.190136132707	0.279513819514
Global Evaluations	0.610305958132	0.606878306878	0.610768336545	0.146376583067	0.250315255207
