 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.666666666667	0.573333333333	0.69180433792	0.178261081778	0.264325674326
S1 Pyramidal	1.0	0.688333333333	0.671661507194	0.252122556122	0.310724047195
CA1 Pyramidal	1.0	0.408333333333	0.701860853599	0.113656504172	0.231637251637
Oligodendrocyte	1.0	0.883333333333	0.651140263246	0.329324565765	0.36096935744
Microglia	1.0	0.856666666667	0.668324511746	0.304410953615	0.337948162948
Endothelial	0.5	0.85	0.656942166021	0.308961340102	0.345595091183
Astrocyte	1.0	0.625	0.671828830971	0.232430110399	0.306656676657
Ependymal	1.0	0.416666666667	0.71588023088	0.0610242519214	0.181919191919
Mural	1.0	0.716666666667	0.678441558442	0.239921632929	0.302517482517
Global Evaluations	0.678421900161	0.668703703704	0.678653806669	0.224456999645	0.29358810398
