 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	1.0	0.533333333333	0.654481584396	0.145050630045	0.258251193251
S1 Pyramidal	1.0	0.443333333333	0.673343586238	0.123574440354	0.236641107431
CA1 Pyramidal	0.0	0.708333333333	0.650119914411	0.208380007076	0.291053391053
Oligodendrocyte	0.8	0.808333333333	0.623061103021	0.300532513493	0.336173271173
Microglia	0.5	0.816666666667	0.636161091231	0.254007065059	0.319421105211
Endothelial	3.0	0.54	0.659697910785	0.153914324059	0.25783993784
Astrocyte	0.666666666667	0.716666666667	0.640939060939	0.234782762812	0.315807852278
Ependymal	0.428571428571	0.517857142857	0.674371046193	0.143950919215	0.243070818071
Mural	-1	0.57	0.652620236362	0.215764490168	0.295754245754
Global Evaluations	0.651207729469	0.62828042328	0.651643948175	0.19777301692	0.283779213562
