 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.666666666667	0.556666666667	0.682376387279	0.201954618187	0.295038621509
S1 Pyramidal	1.0	0.638095238095	0.667952326468	0.256262473698	0.314461926962
CA1 Pyramidal	0.666666666667	0.545	0.704681704261	0.126048202798	0.225988455988
Oligodendrocyte	0.5	0.88	0.64170840474	0.353596549338	0.368642599231
Microglia	1.0	0.908333333333	0.655744284955	0.333967338721	0.350612720613
Endothelial	0.5	0.665	0.683747246905	0.222723834078	0.300713730714
Astrocyte	0.833333333333	0.708333333333	0.679060825655	0.238879677404	0.307813428402
Ependymal	0.5	0.415	0.709066985646	0.0786992186294	0.208070818071
Mural	1.0	0.598333333333	0.687877846791	0.217045919259	0.294131424131
Global Evaluations	0.679066022544	0.657195767196	0.679135112522	0.225464203568	0.296163747291
