 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.75	0.65	0.685189257729	0.243317307021	0.3137995338
S1 Pyramidal	-1.0	0.816666666667	0.664679138558	0.304950612302	0.350507825508
CA1 Pyramidal	0.5	0.526666666667	0.70140395455	0.157517987697	0.251678321678
Oligodendrocyte	0.5	0.975	0.642660455487	0.397715143992	0.409947552448
Microglia	0.5	0.651666666667	0.69258365611	0.203730107408	0.282180597181
Endothelial	1.0	0.78	0.665171717172	0.298546707437	0.352534965035
Astrocyte	1.0	0.645	0.689561479456	0.209663597994	0.291100566101
Ependymal	0.4	0.29	0.714787239839	0.0377688805019	0.169037629038
Mural	-3.0	0.895833333333	0.662174492174	0.324555112328	0.353800410116
Global Evaluations	0.679066022544	0.692314814815	0.679801265675	0.241973939631	0.308287488989
