 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.0	0.166666666667	0.311672134883	-0.350798676782	0.0315789473684
S1 Pyramidal	-15.0	0.22	0.310754835045	-0.302832233241	0.0310526315789
CA1 Pyramidal	0.0	0.383333333333	0.296759205707	-0.252299516052	0.0659109311741
Oligodendrocyte	0.333333333333	0.316666666667	0.304292731169	-0.234053260204	0.056963562753
Microglia	1.0	0.511904761905	0.267258375682	-0.151122398344	0.124609250399
Endothelial	0.5	0.45	0.270531566069	-0.152398796384	0.127451963241
Astrocyte	0.0	0.283333333333	0.300660742766	-0.273552344578	0.0688304093567
Ependymal	0.0	0.32	0.290092655882	-0.249893660079	0.0804848660112
Mural	0.5	0.415	0.263759850879	-0.164696104334	0.133208600825
Global Evaluations	0.289855072464	0.340767195767	0.290642455342	-0.236849665555	0.0800101291897
