 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.75	0.75	0.578125	0.206959338596	0.292682926829
S1 Pyramidal	0.25	0.875	0.5625	0.275092122162	0.325581395349
CA1 Pyramidal	-0.5	0.75	0.578125	0.206959338596	0.292682926829
Oligodendrocyte	1.0	0.75	0.578125	0.206959338596	0.292682926829
Microglia	0.25	0.25	0.640625	-0.0721994872381	0.121212121212
Endothelial	0.375	0.375	0.625	0.0	0.171428571429
Astrocyte	0.875	0.75	0.578125	0.206959338596	0.292682926829
Ependymal	0.25	0.125	0.65625	-0.147441956155	0.0645161290323
Mural	0.75	0.75	0.578125	0.206959338596	0.292682926829
Global Evaluations	0.597222222222	0.597222222222	0.597222222222	0.121138596861	0.238461427908
