 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.875	0.75	0.578125	0.206959338596	0.292682926829
S1 Pyramidal	0.25	0.75	0.578125	0.206959338596	0.292682926829
CA1 Pyramidal	-0.25	0.75	0.578125	0.206959338596	0.292682926829
Oligodendrocyte	0.875	0.75	0.578125	0.206959338596	0.292682926829
Microglia	0.75	0.75	0.578125	0.206959338596	0.292682926829
Endothelial	0.875	0.375	0.625	0.0	0.171428571429
Astrocyte	0.625	0.625	0.59375	0.138838613158	0.25641025641
Ependymal	0.625	0.25	0.640625	-0.0721994872381	0.121212121212
Mural	0.375	0.375	0.625	0.0	0.171428571429
Global Evaluations	0.597222222222	0.597222222222	0.597222222222	0.122381757656	0.24265490607
