 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.75	0.75	0.734375	0.3264786172	0.387096774194
S1 Pyramidal	0.375	1.0	0.703125	0.456435464588	0.457142857143
CA1 Pyramidal	0.625	1.0	0.703125	0.456435464588	0.457142857143
Oligodendrocyte	0.875	0.875	0.71875	0.391940073578	0.424242424242
Microglia	0.75	0.75	0.734375	0.3264786172	0.387096774194
Endothelial	0.75	0.625	0.75	0.259281489421	0.344827586207
Astrocyte	1.0	0.875	0.71875	0.391940073578	0.424242424242
Ependymal	0.25	0.25	0.796875	0.0362738125055	0.173913043478
Mural	0.875	0.5	0.765625	0.189404020074	0.296296296296
Global Evaluations	0.736111111111	0.736111111111	0.736111111111	0.314963070304	0.372444559682
