 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.875	0.75	0.65625	0.261892463308	0.333333333333
S1 Pyramidal	0.5	0.875	0.640625	0.328687867567	0.368421052632
CA1 Pyramidal	0.625	0.875	0.640625	0.328687867567	0.368421052632
Oligodendrocyte	0.875	0.625	0.671875	0.194241944776	0.294117647059
Microglia	0.875	0.75	0.65625	0.261892463308	0.333333333333
Endothelial	0.75	0.5	0.6875	0.125	0.25
Astrocyte	0.875	0.625	0.671875	0.194241944776	0.294117647059
Ependymal	0.75	0.375	0.703125	0.0533001790889	0.2
Mural	0.875	0.625	0.671875	0.194241944776	0.294117647059
Global Evaluations	0.666666666667	0.666666666667	0.666666666667	0.215798519463	0.30398463479
