 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.625	0.875	0.609375	0.306345648329	0.35
S1 Pyramidal	0.75	0.5	0.65625	0.102232602514	0.235294117647
CA1 Pyramidal	1.0	0.375	0.671875	0.03125	0.1875
Oligodendrocyte	1.0	0.875	0.609375	0.306345648329	0.35
Microglia	0.875	0.375	0.671875	0.03125	0.1875
Endothelial	1.0	0.625	0.640625	0.171237379855	0.277777777778
Astrocyte	1.0	0.875	0.609375	0.306345648329	0.35
Ependymal	0.875	0.625	0.640625	0.171237379855	0.277777777778
Mural	0.625	0.625	0.640625	0.171237379855	0.277777777778
Global Evaluations	0.638888888889	0.638888888889	0.638888888889	0.17749796523	0.277069716776
