 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.75	0.75	0.75	0.341121146169	0.4
S1 Pyramidal	0.375	0.75	0.75	0.341121146169	0.4
CA1 Pyramidal	0.5	0.875	0.734375	0.40625	0.4375
Oligodendrocyte	1.0	1.0	0.71875	0.470269971563	0.470588235294
Microglia	0.625	0.625	0.765625	0.274080631033	0.357142857143
Endothelial	0.375	1.0	0.71875	0.470269971563	0.470588235294
Astrocyte	0.625	0.5	0.78125	0.204124145232	0.307692307692
Ependymal	0.625	0.625	0.765625	0.274080631033	0.357142857143
Mural	0.625	0.625	0.765625	0.274080631033	0.357142857143
Global Evaluations	0.75	0.75	0.75	0.339488697088	0.395310816634
