 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.625	0.5	0.6875	0.125	0.25
S1 Pyramidal	0.875	0.625	0.671875	0.194241944776	0.294117647059
CA1 Pyramidal	-0.25	1.0	0.625	0.395284707521	0.4
Oligodendrocyte	0.75	0.875	0.640625	0.328687867567	0.368421052632
Microglia	0.625	0.625	0.671875	0.194241944776	0.294117647059
Endothelial	1.0	0.75	0.65625	0.261892463308	0.333333333333
Astrocyte	1.0	0.625	0.671875	0.194241944776	0.294117647059
Ependymal	0.75	0.5	0.6875	0.125	0.25
Mural	0.625	0.5	0.6875	0.125	0.25
Global Evaluations	0.666666666667	0.666666666667	0.666666666667	0.215954541414	0.303789703016
