 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.875	0.75	0.71875	0.3125	0.375
S1 Pyramidal	0.625	0.75	0.71875	0.3125	0.375
CA1 Pyramidal	0.25	0.875	0.703125	0.378260629301	0.411764705882
Oligodendrocyte	0.625	0.75	0.71875	0.3125	0.375
Microglia	0.875	0.875	0.703125	0.378260629301	0.411764705882
Endothelial	0.625	0.5	0.75	0.175411603861	0.285714285714
Astrocyte	1.0	1.0	0.6875	0.443202630214	0.444444444444
Ependymal	0.625	0.5	0.75	0.175411603861	0.285714285714
Mural	0.5	0.5	0.75	0.175411603861	0.285714285714
Global Evaluations	0.722222222222	0.722222222222	0.722222222222	0.2959398556	0.361124079261
