 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.375	1.0	0.671875	0.430516930662	0.432432432432
S1 Pyramidal	0.625	0.75	0.703125	0.299112161415	0.363636363636
CA1 Pyramidal	1.0	0.5	0.734375	0.162050930888	0.275862068966
Oligodendrocyte	1.0	0.875	0.6875	0.36514837167	0.4
Microglia	0.75	0.75	0.703125	0.299112161415	0.363636363636
Endothelial	0.875	0.5	0.734375	0.162050930888	0.275862068966
Astrocyte	1.0	0.875	0.6875	0.36514837167	0.4
Ependymal	0.5	0.5	0.734375	0.162050930888	0.275862068966
Mural	0.875	0.625	0.71875	0.231694502529	0.322580645161
Global Evaluations	0.708333333333	0.708333333333	0.708333333333	0.275209476892	0.34554133464
