 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.875	0.875	0.765625	0.437061468529	0.466666666667
S1 Pyramidal	-0.125	1.0	0.75	0.5	0.5
CA1 Pyramidal	0.875	0.875	0.765625	0.437061468529	0.466666666667
Oligodendrocyte	0.75	0.75	0.78125	0.372749658205	0.428571428571
Microglia	0.75	0.75	0.78125	0.372749658205	0.428571428571
Endothelial	0.625	1.0	0.75	0.5	0.5
Astrocyte	0.75	0.625	0.796875	0.306186217848	0.384615384615
Ependymal	0.75	0.625	0.796875	0.306186217848	0.384615384615
Mural	0.5	0.5	0.8125	0.236227795631	0.333333333333
Global Evaluations	0.777777777778	0.777777777778	0.777777777778	0.385358053866	0.43256003256
