 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.875	0.75	0.703125	0.299112161415	0.363636363636
S1 Pyramidal	0.25	0.875	0.6875	0.36514837167	0.4
CA1 Pyramidal	0.625	0.875	0.6875	0.36514837167	0.4
Oligodendrocyte	0.75	1.0	0.671875	0.430516930662	0.432432432432
Microglia	0.875	0.625	0.71875	0.231694502529	0.322580645161
Endothelial	0.625	0.5	0.734375	0.162050930888	0.275862068966
Astrocyte	1.0	0.875	0.6875	0.36514837167	0.4
Ependymal	0.375	0.25	0.765625	0.0115624322516	0.16
Mural	0.875	0.625	0.71875	0.231694502529	0.322580645161
Global Evaluations	0.708333333333	0.708333333333	0.708333333333	0.273564063921	0.341899128373
