 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.5	0.618333333333	0.676909170159	0.222794862765	0.283693659282
S1 Pyramidal	2.0	0.646666666667	0.67411216612	0.233066432215	0.309810744811
CA1 Pyramidal	1.0	0.533333333333	0.684150637804	0.150098230309	0.255873015873
Oligodendrocyte	1.0	0.833333333333	0.640518496505	0.326280442868	0.36024975025
Microglia	0.333333333333	0.616666666667	0.68136910458	0.193479321289	0.289292929293
Endothelial	0.0	0.833333333333	0.652898550725	0.316883052592	0.364292929293
Astrocyte	0.75	0.716666666667	0.679657780816	0.242840602134	0.313583083583
Ependymal	0.666666666667	0.593333333333	0.68886161385	0.1605514682	0.26025974026
Mural	0.5	0.516666666667	0.689722937022	0.13631220781	0.243725490196
Global Evaluations	0.674074074074	0.656481481481	0.674244495287	0.220256291131	0.297864593649
