 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.5	0.50119047619	0.661290627755	0.132509984625	0.242435064935
S1 Pyramidal	0.0	0.741666666667	0.647782524493	0.260621899681	0.334655344655
CA1 Pyramidal	0.75	0.716666666667	0.64634085213	0.239154553607	0.312567040802
Oligodendrocyte	1.0	0.966666666667	0.617277809909	0.372580027201	0.386304222094
Microglia	0.0	0.598333333333	0.667821593611	0.156044357795	0.258933452169
Endothelial	0.25	0.658333333333	0.657271018455	0.189617802104	0.28467751203
Astrocyte	1.0	0.638333333333	0.652905465244	0.233377019678	0.310490620491
Ependymal	0.0	0.266666666667	0.700113364672	0.00291072353964	0.157070707071
Mural	0.5	0.657142857143	0.642337600424	0.227544970441	0.29663003663
Global Evaluations	0.654267310789	0.638333333333	0.654793428522	0.201595704297	0.287084888986
