 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.5	0.65	0.716503183091	0.253858073743	0.33398989899
S1 Pyramidal	0.857142857143	0.721428571429	0.713130999435	0.281942760318	0.328494152047
CA1 Pyramidal	0.0	0.71	0.710920045502	0.307055476878	0.356923076923
Oligodendrocyte	1.0	0.883333333333	0.693848554192	0.372632851851	0.398746677299
Microglia	0.666666666667	0.61	0.725099012353	0.246683083061	0.321293706294
Endothelial	0.0	0.6	0.732895876054	0.212833773596	0.299242424242
Astrocyte	0.6	0.768333333333	0.705949594519	0.315862044965	0.354432234432
Ependymal	-1.0	0.654761904762	0.734351788562	0.215265613365	0.276748251748
Mural	1.0	0.715476190476	0.710799317959	0.281951654067	0.338333333333
Global Evaluations	0.71578099839	0.701481481481	0.715944263519	0.27645392576	0.334244861701
