 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.0	0.3	0.712060568767	0.0260259849235	0.16531968032
S1 Pyramidal	1.0	0.8	0.651120597669	0.272437711578	0.329397824398
CA1 Pyramidal	1.0	0.7	0.665486532246	0.264068575745	0.315481707835
Oligodendrocyte	1.0	0.875	0.624136645963	0.346711238412	0.377062937063
Microglia	0.0	0.645	0.668852186461	0.201801168846	0.272405617259
Endothelial	0.333333333333	0.866666666667	0.64381898803	0.302132492938	0.352981462981
Astrocyte	0.5	0.725	0.6641066104	0.224699637785	0.300271917625
Ependymal	0.75	0.42	0.690300190529	0.0992823396937	0.209657287157
Mural	-1.0	0.633333333333	0.660216450216	0.206055028314	0.3000999001
Global Evaluations	0.663607085346	0.662777777778	0.66445541892	0.215912686471	0.29140870386
