 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.666666666667	0.783333333333	0.816935132291	0.406180419072	0.43246031746
S1 Pyramidal	0.0	0.626666666667	0.828108760042	0.371111650659	0.416926406926
CA1 Pyramidal	0.5	0.796666666667	0.799671098035	0.41447519401	0.435616605617
Oligodendrocyte	1.0	1.0	0.788046251994	0.535828771128	0.531588966589
Microglia	1.0	0.9	0.788917881	0.481541943539	0.476538461538
Endothelial	1.0	0.875	0.804297676008	0.462226083045	0.476252081252
Astrocyte	0.5	0.668333333333	0.812077740464	0.386286492727	0.425131535132
Ependymal	0.5	0.506666666667	0.851230956178	0.279042294829	0.35119047619
Mural	1.0	0.78	0.820610186915	0.436524319461	0.44525974026
Global Evaluations	0.81191626409	0.770740740741	0.812210631436	0.419246352052	0.443440510107
