 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.666666666667	0.591666666667	0.688650676809	0.153607269673	0.242113442113
S1 Pyramidal	0.666666666667	0.883333333333	0.653336369513	0.298393656793	0.329550770867
CA1 Pyramidal	0.8	0.593333333333	0.674917184265	0.207782720246	0.292633477633
Oligodendrocyte	-1	0.733333333333	0.642392394029	0.309227620262	0.34661926309
Microglia	0.5	0.621904761905	0.692927489177	0.18459874771	0.25872016872
Endothelial	0.333333333333	0.495	0.67953937875	0.164423469801	0.268281718282
Astrocyte	1.0	0.671666666667	0.669986131336	0.24757256206	0.309668109668
Ependymal	0.0	0.355	0.71697865064	0.0567738894872	0.177813852814
Mural	1.0	0.913333333333	0.647268021833	0.335546174455	0.361465201465
Global Evaluations	0.673429951691	0.650952380952	0.673999588484	0.21754734561	0.287429556072
