 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.0	0.2	0.32610998841	-0.284214181011	0.0405263157895
S1 Pyramidal	20.0	0.116666666667	0.336855597492	-0.299583892337	0.0347222222222
CA1 Pyramidal	0.0	0.2	0.332542334096	-0.308144026216	0.0287081339713
Oligodendrocyte	0.0	0.333333333333	0.310956302152	-0.217966428613	0.0771929824561
Microglia	0.5	0.511666666667	0.282932512441	-0.131474811651	0.131729182971
Endothelial	0.0	0.376666666667	0.28683476808	-0.160196435098	0.124745777099
Astrocyte	0.5	0.429166666667	0.313032185206	-0.173809880602	0.0792442645074
Ependymal	0.0	0.375	0.302404073425	-0.204363555991	0.102441520468
Mural	0.0	0.521666666667	0.280692390513	-0.113522025515	0.136074705869
Global Evaluations	0.307246376812	0.340462962963	0.308040016868	-0.210363915226	0.0839316783725
