 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.75	0.683333333333	0.720829147969	0.2629661802	0.333058608059
S1 Pyramidal	1.0	0.6	0.735678356731	0.237827511169	0.320101010101
CA1 Pyramidal	1.0	0.758333333333	0.71833789018	0.309038165747	0.361111111111
Oligodendrocyte	0.0	0.841666666667	0.697719298246	0.356383458927	0.392456709957
Microglia	0.666666666667	0.716666666667	0.712615191826	0.308071467792	0.36876984127
Endothelial	0.5	0.55	0.745068748947	0.184486965762	0.275598290598
Astrocyte	1.0	0.776666666667	0.711396521607	0.317161626909	0.372976190476
Ependymal	0.5	0.568333333333	0.726187438293	0.212011256386	0.299141414141
Mural	-1.0	0.85	0.705655806182	0.343776942516	0.365411255411
Global Evaluations	0.719484702093	0.705	0.719276488887	0.28130261949	0.343180492347
