 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.0	0.658333333333	0.599732472893	0.17434008683	0.269380227616
S1 Pyramidal	0.5	0.54	0.62642326919	0.128502226631	0.231185481185
CA1 Pyramidal	0.666666666667	0.491666666667	0.633289473684	0.0593512874143	0.193653013653
Oligodendrocyte	0.0	0.788333333333	0.590671639573	0.262571484665	0.310618792972
Microglia	1.0	0.833333333333	0.602762588289	0.264986909152	0.315109057609
Endothelial	0.333333333333	0.526666666667	0.623022397892	0.131760614957	0.246984126984
Astrocyte	1.0	0.413333333333	0.62263460859	0.090656270691	0.233113553114
Ependymal	0.25	0.543333333333	0.626246231521	0.0958260982716	0.212222222222
Mural	1.0	0.543333333333	0.629671449608	0.106594736986	0.215467836257
Global Evaluations	0.617069243156	0.593148148148	0.617161570138	0.146065523955	0.247526034624
