 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.333333333333	0.568333333333	0.668348522822	0.122766548463	0.231192696193
S1 Pyramidal	-0.5	0.721666666667	0.634822646207	0.236232319215	0.303061905415
CA1 Pyramidal	0.75	0.571666666667	0.657948630317	0.129994674257	0.235151400887
Oligodendrocyte	1.0	0.866666666667	0.605640170915	0.321571776863	0.349411362855
Microglia	0.5	0.608333333333	0.664094326726	0.151582310419	0.251283161283
Endothelial	0.25	0.484523809524	0.673170599423	0.126090357319	0.231060606061
Astrocyte	0.0	0.65	0.648259635102	0.201763850509	0.287072927073
Ependymal	1.0	0.256428571429	0.679859150511	0.0101593320298	0.164442501943
Mural	-2.0	0.916666666667	0.623428779459	0.330999141484	0.35696688932
Global Evaluations	0.650563607085	0.627142857143	0.650619162387	0.181240034507	0.267738161225
