 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	1.0	0.81	0.852242026979	0.502802505578	0.525104895105
S1 Pyramidal	0.8	0.78	0.85667027417	0.510048687631	0.550584415584
CA1 Pyramidal	0.0	1.0	0.834799465241	0.593136924273	0.583098568099
Oligodendrocyte	0.5	0.85	0.837963650893	0.543544449823	0.542177822178
Microglia	0.5	0.816666666667	0.840464748829	0.496636798515	0.515877455877
Endothelial	0.75	0.86	0.842534861528	0.535894277354	0.547902097902
Astrocyte	1.0	0.766666666667	0.86360131097	0.509299367646	0.531594516595
Ependymal	0.5	0.708333333333	0.870044998861	0.464714663055	0.488354978355
Mural	1.0	0.845238095238	0.863177489177	0.504334083868	0.532673992674
Global Evaluations	0.851046698873	0.826322751323	0.851277647405	0.517823528638	0.535263193597
