 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.5	0.595	0.600377400377	0.124444622683	0.236147711937
S1 Pyramidal	0.0	0.84	0.592368983957	0.229141381014	0.28048951049
CA1 Pyramidal	0.333333333333	0.638333333333	0.604665831245	0.133170370486	0.228445769916
Oligodendrocyte	1.0	0.763333333333	0.580666666667	0.215556270204	0.292882672883
Microglia	1.0	0.646666666667	0.572669441953	0.197465499596	0.275823097611
Endothelial	0.666666666667	0.566666666667	0.618923163524	0.08141731213	0.197750582751
Astrocyte	1.0	0.541666666667	0.607546138072	0.105587645958	0.222315233786
Ependymal	1.0	0.483333333333	0.621583732057	0.0638173347212	0.20682983683
Mural	0.333333333333	0.408333333333	0.618653798528	0.04642361398	0.197132867133
Global Evaluations	0.601449275362	0.609259259259	0.60193946182	0.133002672308	0.237535253704
