 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	1.0	0.763333333333	0.804359903382	0.422173235256	0.457690642691
S1 Pyramidal	0.5	0.716666666667	0.810455957086	0.410934797954	0.441720779221
CA1 Pyramidal	0.75	0.805	0.804100554416	0.437008799214	0.466459096459
Oligodendrocyte	1.0	0.866666666667	0.790473119558	0.449368005941	0.451320901321
Microglia	1.0	0.975	0.790484836801	0.520527711562	0.516666666667
Endothelial	0.5	0.883333333333	0.808221952813	0.464429604072	0.483534798535
Astrocyte	0.666666666667	0.858333333333	0.802441182006	0.465580162318	0.494688644689
Ependymal	0.333333333333	0.558333333333	0.846926240852	0.294012579039	0.348888888889
Mural	1.0	0.765	0.825624580098	0.425037672835	0.452323232323
Global Evaluations	0.80885668277	0.799074074074	0.809232036335	0.432119174243	0.457032627866
