 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	1.0	0.633333333333	0.623631410542	0.222950891789	0.307535014006
S1 Pyramidal	0.5	0.65	0.631522114983	0.163534540452	0.261788562315
CA1 Pyramidal	0.666666666667	0.476666666667	0.634790583177	0.137868775951	0.25711269123
Oligodendrocyte	1.0	0.875	0.59789063568	0.321850577967	0.366515151515
Microglia	1.0	0.615	0.636513358988	0.150450649258	0.252501469119
Endothelial	0.0	0.412142857143	0.638961550781	0.0677211362566	0.197005347594
Astrocyte	-2.0	0.601666666667	0.647161008582	0.126343896945	0.241516620634
Ependymal	0.0	0.5	0.652676884519	0.090216235122	0.225985485103
Mural	0.0	0.776666666667	0.621806906544	0.24110359796	0.305088881707
Global Evaluations	0.631239935588	0.615608465608	0.631661605977	0.169115589078	0.26833880258
