 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.4	0.553333333333	0.701332497911	0.151215516342	0.255513930514
S1 Pyramidal	-0.333333333333	0.806666666667	0.666679269863	0.320601193519	0.349367625838
CA1 Pyramidal	0.666666666667	0.615	0.67734040305	0.223936138259	0.295923292394
Oligodendrocyte	1.0	0.791666666667	0.659767448925	0.301551324362	0.356459096459
Microglia	0.0	0.441666666667	0.685422600761	0.136277467581	0.244566675155
Endothelial	-1.0	0.825	0.662044686816	0.301632137941	0.353036963037
Astrocyte	0.0	0.617857142857	0.685259302101	0.192446476515	0.285617715618
Ependymal	1.0	0.416666666667	0.708404410235	0.098327838135	0.210773670774
Mural	1.0	0.825	0.670822510823	0.308590497251	0.348708285179
Global Evaluations	0.679710144928	0.654761904762	0.679674792276	0.226064287767	0.299996361663
